code,lat,lon
CESTGBR,52.22150427738009,0.15697278765292574
MCHWMOD,50.888209675570835,-1.4539713013903535
WELNGTN,52.70140448382998,-2.5166782259406415
SRNAULC,51.84165328663551,-4.415567765608694
BROM617,51.400023053514204,0.018697583069058648
SHPYSJN,53.83114675473592,-1.7747002903671723
WOKI201,51.32239905904261,-0.5476513853516382
WINCHLS,50.93349494680901,0.7018332919861795
MGMS127,51.56473818615628,-3.755731506940271
PARRCHS,50.353556592014215,-4.704884031280082
STHS,53.67617639310203,-1.3994671339270455
HANWBLP,51.508432931902036,-0.3615184501594584
FERYBPS,53.721741805762214,-1.27500531424026
LGML,53.01825606828115,-1.331181722132886
BLTCDS,51.99975127960966,-0.737521650711606
SELABNF,54.41173825440269,-3.5047617153539283
PSEA571,50.79731309840031,-1.0814128577757331
BRHLRS,53.27166480096577,-1.387454505410024
WOKIUYD,51.31539031231587,-0.5655940230604484
SPRD,52.444221987620395,-1.8362831122238648
BRLEYPK,53.81218211433603,-1.5779786164945548
STNPALD,52.60203682989718,-1.9216285696193702
HAYMREJ,55.94450859362904,-3.222507685259902
CBORRXO,50.21161425804219,-5.293861235600577
EDIDBRY,53.409414697025205,-2.221921658665467
DIDCWE,51.61587140666369,-1.2471590255838347
WRGT,53.39196337615534,-2.5921478368917876
RDNGSJN,51.457925351214385,-0.9510120470742429
SPDNC,52.91138734816127,-1.4086367310560552
HAYS,51.376723669680565,0.008691488031699938
EGLNSTJ,55.84822715637884,-4.260888593777728
BECKGHM,53.40024804759715,-0.8204977352588984
HIGH321,51.545551265011625,-0.10632798519004939
GLOSTHR,51.87368054058894,-2.2695130574234557
TULS165,51.441494153207714,-0.10329674384993927
PADTON,51.517443798953174,-0.17806183927124727
RIBLHED,54.20563657348982,-2.360823315678219
SKELTON,53.97117467420678,-1.1207331898289121
HATTDGL,52.29631817120291,-1.6630698501437495
LOWFECE,54.942282248899325,-1.6132038209033497
WNOTLEY,51.83904227505794,0.5955661830220618
SLEHOPE,51.513949881006205,0.42294182896679133
JERSMSS,51.65275348984274,-3.838611438978742
CHRW,51.65487387492028,-0.5195572939360443
ELYYPAW,52.40473733433186,0.29135216297268746
WOBURNS,52.01809252437609,-0.6545812106967165
EFNGS98,51.28909013473178,-0.42245721815042603
ASHURST,51.12841058085582,0.15256901843695023
OXTED,51.25743557855032,-0.004123020934859631
CHRX,51.50683400053777,-0.12227170627334186
BRDGUGF,51.13001697683302,-2.9909661961599405
DRBYEPS,52.912628656418924,-1.459789502926583
KETTK3,52.63683953143067,-0.5231455448037597
FNPK68,51.56868087319153,-0.10582876554021457
BURTNMS,52.80445976358924,-1.643568590738154
NWSTEAD,53.070007784207164,-1.2218170281382488
ASCOT,51.406162687882315,-0.6767844254241873
FLKLDFT,55.47958144367264,-4.625339465388962
BURTNMH,52.808875378668944,-1.638206727716529
STFD261,51.546369249096536,-0.003792115562716773
POUPRTJ,51.47036042238379,-0.15685740795361833
CNNGABR,52.38310431368243,-0.19952722826695946
HOLBJCN,53.791466479576854,-1.5683652761378215
LAISWJN,53.791317963500084,-1.7179148193456697
SBCHDRS,53.163476728910034,-2.4023621637121764
STONJN,52.90901553366852,-2.155920917262035
CRWLL,53.26368806887138,-1.2163575228226566
MINSTSJ,51.325846367691334,1.322518151003158
CHRYHNT,52.18988799782292,0.17658322671193466
HATTBUD,52.297815370275295,-1.6462539295315013
ALNGNJN,52.93393282751351,-0.6976841396731943
CRSTUPL,55.69086765884153,-3.666986097176307
RDNGHLJ,51.46104322191296,-0.9886251328656184
IPSWSS,52.051721751701145,1.1387573180254238
SDONSGB,51.564710718606484,-1.7879095610778655
SHBRYCS,51.53233773620974,0.7923280924439214
DNFRMLE,56.068203103672275,-3.4520954483386785
BNRHYDN,53.92573097449311,-1.7977497715313897
BODMINS,50.44554503449713,-4.665319311090731
MLTNJN,52.76085918439319,-0.8897859347074659
DEAN,51.04227481823467,-1.633413589732226
DEAL,51.22325696974239,1.3985762092096752
STENTON,55.98724936592496,-2.629806759010619
ORPNGTN,51.37357851842499,0.08877293803725801
YORKEY,53.9613220804066,-1.105881765649862
CDND,56.141211597148285,-3.260562174841068
KNEBWTH,51.86700196801487,-0.18703587349749382
GRNGFLT,56.00744858872715,-3.7447536980127296
MNTVRNN,55.840342752268576,-4.1332456804090665
WLLNKJN,55.84767269479254,-4.419446172010359
ACTONFY,51.51696080937417,-0.26786007414049723
GERDXSS,51.59182799197245,-0.5619713860644187
RDHA43,52.564485579948304,1.5592809705865696
MLTBFHH,53.42615843040929,-1.169248846420639
HINCELM,52.557665238165576,-1.3128491156444715
TAUN483,51.023945171506014,-3.1097007833020274
LOGH675,52.78123402026169,-1.1995929760908808
HTHRSDG,51.447802002974484,0.0034910919638156115
WENTLOG,51.51628558263216,-3.0875863395762586
NWPTDKS,51.57255173907066,-3.0022502700632168
KGSDYKE,52.5571852882906,-0.16640072647418672
ABRDWGB,57.14872458802874,-2.0871957475586895
HMARNHM,53.2293808973284,-0.815071239392246
PADTNTT,51.52061662567694,-0.19775484946960448
DANESCT,51.50037807759225,-3.2339277818299386
BALSHWL,53.64960195842101,-2.668779292543534
THYMGBR,51.50539092600565,-0.48577617344461693
ELDRUPL,55.83893865471489,-4.4739924783962
SHPYCEA,53.83001588015588,-1.7755571814923787
TORPHIN,55.83224769456488,-3.5411619955469784
DRAXFHH,53.730159141097964,-0.9995940377310792
CRNGX,51.20083936971318,0.7641803892206372
BSNGSNY,51.26989652054727,-1.0819868089705287
CRSKYJN,51.62274009848952,-3.12932126086073
HADMASH,51.81347715996066,-0.9938994956716674
DONCRPG,53.50568665727997,-1.1258094579947653
DONCRPF,53.50569597525977,-1.1258544992747979
GNHL347,55.99604418476571,-3.8549757519027517
DONCRPA,53.50702661708832,-1.1283602527152552
EALINGB,51.514646535185,-0.3002168343931181
WNDS84,51.46972017103346,-0.13796385076010653
ABTHPST,51.38524232005633,-3.3966826782698454
CLCH751,51.94952317964376,1.0488233520781922
CLCH750,51.94952317964376,1.0488233520781922
DONCRPR,53.50565925436379,-1.1257497111212968
DAISYH,53.53932858758947,-2.515135231553336
CRCK,54.541651933155144,-3.58207024696551
MISTLEY,51.943569870555685,1.0819344862902873
ALXANDR,55.98533661545153,-4.57734079539783
PRYBRNJ,52.52143085279543,-1.9170407236206384
SUNDRTN,51.675863913581786,-0.8253537543206636
SNGWLP,51.41245758465822,0.36586954733373944
NLANRST,53.14415006439306,-3.8029056035413595
CRAHALL,57.48080640990911,-4.187251686049188
LTLH11,50.81245996919514,-0.5522383255814775
AYLSNL,51.81894683201264,-0.8326634982222693
BAROW,54.1190631123953,-3.2259539024166637
WLNGDSG,52.31075100132404,-0.6752402378388751
PLMD755,55.83410273147076,-4.236593194152732
CROFGBR,52.560243088761624,-1.240350686363194
CSTLTNJ,53.586240665598524,-2.1871378342137953
AYLSWAD,51.84213386343669,-0.9200294271978738
WARHAM,50.69283267525708,-2.115373783465601
FRATTSH,50.79612514515778,-1.0756044415127204
ARLSEY,52.025492397364005,-0.26648635763992956
CNNGTIP,52.43920237753109,-0.23424257734901568
LTLETNJ,52.961922790361726,-1.464966803159606
KNTNELL,53.70579764898502,-1.2431938388306398
PURLTAM,51.33763417226332,-0.11312861039359934
MISTDL,51.94333058834847,1.0790511762522723
THBDBRD,51.11860364913111,-0.16118875040424274
BSSN,50.77991022554756,0.08261897613430907
SIXMBTM,52.18493532729812,0.2950719428512062
PSLYDGL,55.84941039598991,-4.413802600975049
WSHWHRS,52.50394970414975,-1.8416598703044285
WGSTS,52.582400989188116,-1.1338669815573281
RATCLFJ,52.86500827848334,-1.2634419187988932
POLEFT,50.71939038414947,-1.983629162489506
DUNDWCE,56.45519868563668,-2.9771427074307373
SHENFCL,51.63454601661983,0.3343025549765155
SNWDNAN,51.21467997394094,1.2139341675600874
WMBYURR,51.543550999661875,-0.28130079600466973
NWCMURS,55.402235091316655,-4.179795708768747
STFORDI,51.544835055485116,-0.008762840006499937
BRWNHLS,52.65669365678014,-1.920511138117167
ERGNCHP,51.583785496738855,-3.228897551407187
FOXFILD,54.25831881615656,-3.215759564940711
EASTBRK,51.43780294263125,-3.20628572101985
ABTHOSD,51.38526860182013,-3.3967409627682064
PTBRCOL,51.483010148112335,-2.7540109482010555
KILWNNG,55.65552922180737,-4.710339238602719
GLOS356,51.858005576502805,-2.224232333371918
HARTEJN,53.25232647249107,-2.5220061391804207
HADMBRI,51.8376878802689,-1.0299648307027118
SLHRTS4,51.38926445526718,-0.08394085035149092
PERTH,56.39177987060966,-3.439605052566262
SLHRTS2,51.38926445526718,-0.08394085035149092
WADDON,51.367387891519925,-0.11739370196181344
SLAT975,55.92652084050189,-3.2439153058469663
SLAT974,55.92652084050189,-3.2439153058469663
CLITHJN,53.87869841353663,-2.387920863091395
MUIREND,55.81006941284371,-4.273868776331249
LMNGCHS,52.2844855218948,-1.537690642535566
THRN568,56.169050535556934,-3.1282848722698757
DRNGTOS,50.81745275458228,-0.4113718045780819
HORWICH,53.57806672732385,-2.540027925779799
WENNGTN,54.123703844627,-2.5873879787369973
TRWBRDG,51.31982072103256,-2.214133480473984
GRTN,51.46718002094833,-3.1895398913925175
GNRSBRY,51.49140955118285,-0.27552695135398636
ASHC453,51.99882142849602,-2.1087743145955473
FLWRYFD,53.4613411853255,-2.0800729467573897
RDLSDWN,51.33222190671962,-0.09931140375492245
RAWT,53.698409241713726,-2.292415464984369
MAUCLUS,55.50890097912542,-4.381523090662901
CHSTRWJ,53.1980246105231,-2.8831385926249964
BCHBKFM,51.16619330641091,0.8488709165919307
IMNGHWJ,53.63384103469882,-0.20944387318310004
DEGANWY,53.294517857515494,-3.8330013581184765
SOKEJN,52.839062465723586,-0.58011973960384
WESGTOS,51.38127340051605,1.338335049206457
ERLEBCI,53.356343419001426,-1.7447864144251872
ARDEGH,51.92110943261471,0.9840314711108772
JARRAUT,54.978908930362195,-1.4554694513927857
MOSEUFH,55.8244666519402,-3.9976318360440426
HOOJ611,51.4364700926337,0.44643679624093546
WILTSTH,51.081001093622554,-1.8465434162178498
WILTONJ,51.081001093622554,-1.8465434162178498
WTHRFHH,51.474401952747435,0.2935275411227665
NEWX573,51.47584396648513,-0.04082904766424421
STMGTS,51.45477962192548,-0.321109560449539
BOSTON,52.97853930143656,-0.03110188038065481
WTRORTN,52.518558257812764,-1.743930540657714
BRSTHLS,51.45094720913008,-2.5781433931735696
RPLLWSS,51.537717382336574,0.09123283743123664
HEMLHMP,51.74215030763384,-0.49069292620515037
STAIDGL,51.43203528266295,-0.49998452346553257
CARD410,51.48175272013248,-3.170204017585984
DITTCFL,53.35596787093687,-2.765197146334684
NETLEY,50.875159433835556,-1.3419277152356106
CRADLYH,52.469354632615996,-2.091267713699605
BRNMONC,51.63340571202345,0.8132030130671822
BOMOCS,50.72731084898914,-1.9158614469525548
HCHP,53.199388413627894,-2.3509489314158056
ABTH440,51.446483140117245,-3.5254737606483864
POOL210,50.72916608778667,-1.9896615686652326
CHSW,51.36035450073313,1.0683606286553557
ABINCE,55.4932704526501,-3.6859176556966053
SNTJ,54.969476268837916,-1.637029511109205
TYSLSTM,52.455859059889285,-1.8459673434707478
DRDAYSJ,51.45419297686796,-2.5671458304518824
DONCRMT,53.50079737903647,-1.111256220732895
MSHFILD,51.530509651102875,-3.0572041083862342
SWYTHLN,50.94110226111075,-1.3765088409247355
BLACKWL,52.34841053938753,-2.006180019193635
ABINDPL,55.49539412837278,-3.684409546363935
THRNTWJ,56.16214623798341,-3.1452955664811295
PEWSEY,51.34225425061957,-1.7706318314008846
RDGLNJ,51.54524262399575,-0.058833878239497
ARNSIDE,54.20248592184824,-2.828006644816365
STHAWLP,51.50501771089303,-0.3836867797264404
PETSWDJ,51.392975144367995,0.07009251025866362
NEWB865,51.39844457411869,-1.3130028570755843
HLTW57,54.967610708024395,-2.4691072670499716
HONDEGM,55.87957601230439,-4.22536252404003
SEVCUSS,51.544587933390076,0.71104911605443
BOWDMWR,51.53333633924344,-0.017425641462769568
LWERXSG,51.57995593931406,-2.9031940588683196
FRATTNY,50.79704070929381,-1.0708613382579613
SNDHRST,51.34675451835135,-0.8042217523888151
BOSTOND,52.96882502814504,-0.028669264112845674
GSCD,55.88739141025544,-4.363882626283742
FRATTNE,50.80083370312644,-1.0683595664644947
KGSTON,51.41293246299128,-0.302007421722407
HTFLGBF,53.5923629666863,-1.0145905772283719
SEVCUSN,51.54636191581981,0.7109526669661042
HAZLGHJ,53.37449718601932,-2.109865768266944
BRWCNDS,55.77786753892225,-2.008200421355854
NMPTNSJ,52.23629708009952,-0.9069901148377293
BOWESPK,51.606957488442085,-0.12067076848085932
RUGBRTR,52.3805437815687,-1.259612530081841
SBRNWJN,54.5829540814252,-0.9900051671125855
GRAINGB,51.44014030727159,0.6877750568905467
EBOLDUL,54.94886706297833,-1.4260396946738043
DLTNN,54.52512054878397,-1.5452018146783943
KNYMPTN,50.93623350179429,-3.905445693795644
JARRFHH,54.979681723415545,-1.4574745673423701
ACLE,52.63466544164846,1.5440913715091755
STRTJN,53.76708685267749,-1.5001950140312317
MOTFONT,51.033824176265874,-1.5467720224077317
MRGMEJ,51.56473818615628,-3.755731506940271
AYLSBRY,51.813413358161576,-0.814310560678298
DODWRTH,53.54410041376871,-1.5322062877710054
AYLSBRS,51.810587285939185,-0.8086984808154618
CLAYXSJ,53.180678011740355,-1.4015145740130883
COSELEY,52.545296584852956,-2.0857926535139324
CARDCSS,51.45478003220797,-3.161756403762077
ELVWATV,55.33682895935654,-3.485619367000501
REDHUGL,51.23678879652942,-0.16690943175124281
STOKVS,53.00420827311054,-2.1774845041029325
NNTNABJ,52.529557310496436,-1.479314266001792
CRFTNEJ,53.66624352572195,-1.4420608969498416
IMNGREF,53.62973980388523,-0.2189487243634178
ESTRNGT,53.75524591954652,-0.7872941982375486
BRDGWTR,51.12773016168214,-2.990231298298248
MBROEWS,53.41682639754227,-1.3687757007554264
BARNES,51.46689824016396,-0.24175390977498298
DOLM825,51.09121697650128,1.0888090851455192
HRNSYES,51.58381532594282,-0.10918333225493858
STWTJN,51.47593733092489,-0.1427075728659041
ELGH862,50.958316046556924,-1.3392877586758705
IPSWYGB,52.05619102122811,1.1296604585959233
RUGB653,52.37330918111439,-1.2332199807544413
LISKARD,50.447065661795314,-4.470177167300203
DALAMBR,53.39670785392628,-2.6014475637090824
CAMB164,52.18705098268221,0.132526284984554
STHFLDS,51.44634116711592,-0.2067105417291511
COBB713,55.80965035647441,-3.5707630271490407
ABRBEG,51.711100887515826,-3.145083083701314
NWCMLM,55.40239231665863,-4.186090662345083
PRSTSHL,53.76116266083164,-2.7127509505403355
WRESSLE,53.77282623225762,-0.9236990389694876
CHELFDL,53.259841700075064,-2.2932504382331014
EDGHGTS,53.40191128922082,-2.9456099805255116
STNICE,54.880778445003,-2.919636750143846
METHLYJ,53.73008523642984,-1.4025343388740812
BACHE,53.20861390768158,-2.891576646511391
MINFORD,52.925880477865235,-4.084834357471955
CARDDRG,51.4544635066963,-3.1537461526287927
PURLSDG,51.339795886909606,-0.10999603218872925
DITTNRS,53.35585459868542,-2.773007905954973
ORPNDSG,51.37822666066854,0.08480287683920308
STRETHM,51.42588612027519,-0.13148953094211907
DITTNRH,53.35628676391171,-2.7798069174928783
BRGEDFS,51.49000989630136,-3.544369939612443
GIPSYH,51.424697585346806,-0.08460235840223727
DUNROD,55.918616269748156,-4.8431464327971225
WRNTGBR,53.692774579343556,-1.5137507412774422
RDNGORJ,51.455901304799745,-0.9898325972128652
NTHMUY,50.919742819168434,-1.3896833433149167
SLSB52,51.074893253839996,-1.7977472747813648
PARTON,54.5703031239713,-3.5808750747057077
BEVERLY,53.84231553482599,-0.4228872711109984
TOWRCOL,51.74474522843022,-3.523696954804549
KNTB103,51.4036617404604,-1.461328664893993
ALDMCE,51.40269461684598,-1.129762038635847
NNTN226,52.531128026925316,-1.47264734847418
ELSHAM,53.57777908633992,-0.4562676742971411
DRIGBNF,54.378882734776425,-3.4492851099471302
BLTCSTE,51.9997276800873,-0.7336475286736244
STFALX,51.48453022767507,-3.2696778048991875
CHLMSFD,51.736668183388616,0.46896491270333834
MBRKDX,50.911854629904425,-1.4395704217288776
FRMPKLC,51.580972429743206,-0.10798789077167249
WOLLAST,51.68900064635948,-2.5790457834886493
FRSHFLD,53.56667974700929,-3.071935881836129
ECLSFLW,53.44107712804835,-1.4466245271224172
FNCHLYR,51.550040176104325,-0.18378414929206402
ABRDFJN,57.13528728044909,-2.0976053305271294
GRNDG11,53.305521794215466,-1.6256217189269337
FOXLOWJ,53.2780807282429,-1.3579833518973397
HLLNJN,53.272812211984345,-1.354463376065106
CRIKGF,52.34197732978796,-1.1565966518754118
PSEA,50.79831014584165,-1.089296980525555
TRFDPES,53.46166899044555,-2.2984361027624765
PARR7,50.35568806720962,-4.70451314566338
LMNGSOU,52.23541484003528,-1.4341312572060314
BOOTLBJ,53.40459921245916,-2.9284014383472634
SCNTHWJ,53.58791656821367,-0.6413617869339493
RYLSQRY,54.04514563873342,-2.029240245668663
CHST97,53.19747743793542,-2.8805526278386395
OAKHASH,52.715068279292495,-0.7265061719712675
GLOSTNY,51.85873477575282,-2.2237422667381637
LOWF201,54.928931177481864,-1.60840073459567
WOKI203,51.32239905904261,-0.5476513853516382
LOWF203,54.92776168360708,-1.6080063743732815
KEADBYC,53.59330745013905,-0.7534370413863193
QUNPARK,55.83543760650558,-4.267252812805238
FRBRNTH,51.30249371717348,-0.7431150015038334
WLNGBDS,52.31075100132404,-0.6752402378388751
CROSSHL,55.83302251459615,-4.256364908638632
EXMOTHJ,50.73309125066139,-3.509940618576865
LEEDSWJ,53.79257985597535,-1.555739308500999
LCKRUPL,55.12196451976085,-3.3535116774671243
SFRTHAL,53.46583084771958,-3.0050856764303946
FRNBRLE,51.29826046643381,-0.7458268034171163
KSWNJN,52.47674781451468,-2.1346570722662643
KNTNGSJ,53.7031555625974,-1.2504213871664562
TRFDFLI,53.46162774753113,-2.3005444346932027
DRIGG,54.37701439919865,-3.4439383833707993
CMBLEY,51.33629809928427,-0.7442006634269762
TRFDFLF,58.25884443626708,-3.941066575820828
ACTNLRS,51.533389803746296,-0.2514918665857384
CLPHMMS,51.46420562562708,-0.17384857009254462
TREHRBT,51.67158887807591,-3.5353114110476387
SCNTRED,53.57306376956858,-0.6121315840925083
SHRBDAV,53.211033174976976,-1.2086334639464167
SIDICKJ,54.66382331868233,-3.5543644509804526
ACTNLRG,51.533407992966865,-0.2515055878333595
HERNHSD,51.453884131639214,-0.10262490892273096
GTWK116,51.163050978559106,-0.16086638777093998
SWELLSD,51.19032306978752,1.2285705579510466
TORRE,50.47283800151556,-3.5462776447422466
MAIFDLP,53.47460858778457,-2.2218100559940166
CAMHTH,51.53176724997523,-0.05747516303954778
RDNG804,51.45037988090548,-0.9929189789751534
DONCWY,53.52184910202015,-1.140801547878153
BIRKBCK,51.4033995882898,-0.056550291264320963
LUTOAPY,51.87264266212667,-0.3958881652340853
FNSTNEJ,55.86685416395433,-4.3027763400660435
FARE283,50.85549881448375,-1.1937704138455258
FARE825,50.85582388425722,-1.1939637097486457
NEAS525,51.55076723303319,-0.25117184505606865
FARE821,50.86080173017409,-1.1972879766706601
FARE822,50.8600249376275,-1.1967898091493425
STLN64,50.84940553950803,0.5264759490937734
WSTBCE,51.2668124057783,-2.1998402581765575
HNTRSOB,55.73309974276178,-4.872156098097436
MTRBDGJ,51.526516927378935,-0.23569569061732965
PNWTHRJ,50.25921247405903,-5.073074713358634
LNGSEPL,53.46449157873641,-2.204465429122498
EPSM444,51.334202825728084,-0.27004804455466846
BLFRCHS,51.50748371795648,-0.10341077435713793
ABRC187,51.645175128972745,-3.3269293093305903
CREWMRA,53.09395663156758,-2.4377012918780108
SHANKLN,50.634024497410024,-1.179676566805694
CREWMRB,53.09394780762914,-2.437656403455758
BLAENAU,52.99466312043551,-3.9380636508569205
CDON,52.85256665461111,-1.3334481813110208
NBLYFHH,55.13139311564539,-1.503192995148148
RECTFHH,52.95779629792165,-1.0615714019534792
BHAMNBL,52.47767185286053,-1.898983646529911
SHIFNAL,52.665989240683366,-2.3716763899440703
SVNGTNS,51.124633743460386,0.9075283674143251
RADNOT,52.9487848915476,-1.037476789008897
CREW551,53.08494858414824,-2.4305779014685323
REDCADL,54.61583215688425,-1.0653637843302985
GNFTCE,55.90177218217724,-4.031118561619392
CLDNNRB,51.543374324093,-0.11521554937101132
BOGNCHS,50.78749638482526,-0.6757261290005376
HLNSBRC,56.00381635163972,-4.73131848472393
CRAIGOC,56.77032450939981,-2.512012683850417
TOTOGBR,52.908051033664805,-1.2738046787256845
WNCFICE,51.28448526120707,-0.9103580711940852
IVRNMRT,57.499988358391036,-4.146556517473069
LAIRGLC,58.00210498623482,-4.399534946527648
BLCKPB,53.78758174554408,-3.053912209841527
HESSLEE,53.72285808644744,-0.4050351597166832
MTIMER,51.37214884178935,-1.0355084996950659
VICTGCS,51.48705346717052,-0.14734042741533263
HMTNJ,52.37020001091135,-1.2265467464952575
MEND,51.52670877663573,-0.043129848027701874
NTHOLTP,51.55747413620922,-0.3594105214029986
TINSLEJ,53.41601990441928,-1.3935527878941436
NEASKV,51.54630945327534,-0.19668211235824173
NTHOLTS,51.55404804922154,-0.3892627462194213
CHHLCHR,55.501049517850454,-1.6639939587346761
WWICKHM,51.381456684970146,-0.01468381813255787
SWELLUS,51.18839879202045,1.2295238137435351
ANNAN,54.983550561287664,-3.2630247145850113
OLDOEMR,51.524516444585835,-0.24440784870836071
ARUNDEL,50.847499851147184,-0.5466794184776211
OLDOEMU,51.5232718336976,-0.2507839054555139
DANBY,54.46615164504401,-0.910955796731253
NSJDRBY,52.86078622958864,-1.5456289337954052
VICTCS,51.48849749183382,-0.14767080665893453
FAVRDS1,51.31107125138403,0.8933007744522247
FYHLTC,54.676397469740564,-1.529091423592942
PRITLWL,51.55066930472309,0.7105885300646726
CHLFNAL,51.66820981331228,-0.5616076424456298
EGNGTNJ,52.862476647778536,-1.6199968145493362
BALMOSS,56.47472151859862,-2.838374811160215
DIRFTWA,52.34416265324037,-1.1592120393401184
BNTLEY,51.9887872044602,1.0851712776874283
BRORACE,58.015472206203206,-3.8530396052181435
GUNNIE,55.872191322922895,-4.0314117235004625
STAFFNJ,52.808832064829325,-2.130950463687031
HEMSWTH,53.62063032959256,-1.3498963381661393
EUST473,51.53354211976724,-0.14262750607765398
STPHHST,51.446827389837075,-2.5637161544651508
PTLBTDK,51.57978665723029,-3.7958434129818714
LOWFGBR,54.94204220360157,-1.614017835793157
HYNDLDL,55.879899196414,-4.314533185090582
CHST106,53.198465560999196,-2.8842853498992693
SWAL107,51.38918967349723,0.7471165885962967
SBYD025,53.48420849820567,-2.0640671015745133
OXWLSUF,55.97977778160454,-2.4674927767806456
SEAHFHH,54.83245126790703,-1.3319034587038765
GLAISDL,54.439470848902516,-0.7939238841802674
DOVYJN,52.56477248063383,-3.923787465224283
IPSW333,52.05482452939595,1.1313301846754804
SHWLNDS,55.82928291167886,-4.292363211327214
OXWLSUP,55.98018655988763,-2.4686835926921216
WRMNSTR,51.20702620897535,-2.177021289900669
DONCSTS,53.51915429231404,-1.139800287770958
BARDHGF,52.710456422680544,-1.346065216999585
HULLDKG,53.74703332227294,-0.27172644342812186
PPAN,55.95299211514134,-2.974460902044541
BLCHSRD,51.586598475085815,-0.04146692573195537
MINTYX,51.62523196502111,-1.9800313064020796
PBROGBF,52.58989657740004,-0.2594729629480203
WCRO041,51.38157157195895,-0.10025673806766554
ALTRNHM,53.387813291612915,-2.3470700050318962
HMPDNPK,50.79592083032063,0.27968705398157206
SOTONDY,50.90735404387923,-1.4166407022629157
THMSHVJ,51.50437737345156,0.42399021273482224
CRKLSHN,51.569523271493075,-0.22766776011367942
RDIT,52.30703456931176,-1.9458794076673163
BARASIE,55.560937856858594,-4.651257258106325
SOTONDG,50.908486246618466,-1.4384872371188098
PERANWL,50.21656738155001,-5.112096516591886
CDNLNJN,55.85738925343137,-4.352695528373731
TELFRDC,52.68091727192337,-2.440954234481001
FLKLJN,55.48152229590002,-4.625373625337626
PWTH,52.62605608366138,-1.6107892545908546
HASTCHS,50.85800094713549,0.57718822784641
AYNHPKJ,51.9896560629492,-1.264778048550211
STCKSFL,54.946768789737426,-1.9173530206164928
NNTNHS,52.52929944439659,-1.4678195361556445
GROSNYM,54.436763504123306,-0.7245753330210385
ABTHA39,51.394896526385395,-3.390925269597193
SLEFDEJ,52.99609070632661,-0.4170146022098952
RATCPS,52.868823928284506,-1.2626493836165715
RAMSDRW,51.34027415754301,1.40266509585942
RUFDORD,53.63418112867658,-2.8080929284163365
BRSTLBH,51.45271685161898,-2.5711571302175726
BRHLSGF,53.27160355357639,-1.3912940733562713
LWBY,54.69435662848362,-2.6635440515748527
BLAIRHL,55.8664623523524,-4.043067181896351
CBOMJAB,52.509099961301544,-1.81037618702449
ACGJN,53.36458782153733,-2.621387274671016
DLMYJN,55.98112946384674,-3.377107158210862
STVNSES,55.63427559676726,-4.750074305485901
WBTNRUG,53.363959644660824,-0.8088014105325783
HITCISU,51.95513825271318,-0.2668872701195902
WROXHAM,52.71541307354377,1.4081034253295728
KNTB848,51.4036617404604,-1.461328664893993
ERITHLP,51.465339900965326,0.19087818685487024
WBTNFAS,53.36401910279687,-0.8084541081120107
CSTLDSE,53.587293525376374,-2.1804957693963227
WHLE,52.39192875992801,-1.851406259506214
YORKFHH,53.950186320327546,-1.1047333034035567
NWTKSDG,55.81890119622111,-4.127426599938864
GTWKACS,51.152246376772176,-0.16118158788429923
MRPTBTS,55.16291203733019,-1.6754890962915263
ARMTHWT,54.80952688942241,-2.7720099910157043
BARDONH,52.711852462506805,-1.3481758807596258
SELBYWJ,53.779318443855935,-1.0748046809054195
FERYGBF,53.72166027801668,-1.2749006335294912
PENDLAS,53.492918447151,-2.281352225052131
DONCDDG,53.500535984160926,-1.1087440212541342
DONCDDF,53.500508235663915,-1.1086390722700614
DORK35,51.24089406294659,-0.3237649068003671
STRTJRV,53.76708685267749,-1.5001950140312317
ACHHBLC,57.48211147337389,-5.332975236555612
BOPEEPJ,50.85314091269201,0.5420801697183927
KINETON,52.165340631874294,-1.4624914725411333
NNTN446,52.552187175602256,-1.5049742706969234
SEERGRN,51.6097417052247,-0.6076194318861001
NEWXDHS,51.47584396648513,-0.04082904766424421
DONCDDY,53.500526659763906,-1.1086989892576227
IPSWCCS,52.05080303808636,1.1421794060011348
WIGADPL,53.54267906534803,-2.6317651227602954
MADEWH,52.9576206774239,-2.2935667827321087
BWELDBS,53.11194349890203,-1.3693784294844709
LUGTON,55.74462703317973,-4.525205202263704
MLRHSTH,55.928054449011185,-3.0865717734752143
PENACSJ,51.47139780121611,-3.1921404408332466
CREWWSC,53.079553389485085,-2.4359876685533086
STAFSBS,52.80706131035708,-2.1307967892931794
WWRTMS,50.818041452215766,-0.39851826352465525
WKNTDJ,54.65195144357323,-3.5570887347025932
CURYMSH,51.50734300240657,0.46720896535879747
KGMR482,54.9094504787158,-2.965399384608205
BRGE65,51.510661180819746,-3.5777518709781604
KGMR481,54.9094504787158,-2.965399384608205
BRTWOOD,51.613563556284014,0.3006960256940097
LAKNHTH,52.44764535198295,0.5341816030458741
SKLTJN,53.40012132577848,-2.3335441011265816
SYDNHMH,51.43259238560441,-0.08015756440002852
SDFRTLA,53.703433307774475,-1.193520035339914
PATERTN,55.79058306550165,-4.335280785968515
SHRWSBJ,52.7011732653621,-2.744323230148367
SHRPNSD,51.72160373755402,-2.4768521187493193
EPSMSW,51.334202825728084,-0.27004804455466846
DOWNHMR,52.60598609981792,0.3661368389439836
BARDNHQ,52.71390246826564,-1.3384937946276487
LLHARAN,51.53763801055469,-3.441500890837726
